alfonso_portugal_desc;Vanquisher of both Moors and Leonese in his campaigns for Portuguese independence, Alfonso cunningly battled many enemies to establish the roots of his own realm.;Vainqueur contre les Maures et les Léonais dans ses campagnes pour l’indépendance portugaise, Alfonso a combattu avec brio de nombreux ennemis pour établir son propre royaume.;Als Verteidiger der Mauren und Leonesen in seinem Bestreben Portugals Unabhängigkeit zu erlangen, kämpfte Alfonso geschickt gegen viele Feinde und begründete damit die Wurzeln seines eigenen Reiches.;;Vencedor de moros y leoneses en su campaña por la independencia de Portugal, Alfonso luchó con astucia contra sus muchos enemigos para poner los cimientos de su propio reino.;;;;;;;;;x
alfonso_spain_desc;Lord over half of Iberia, Alfonso claimed the title “Emperor of all Spain” and sought to unify the peninsula under his rule. He was also known as a patron of arts.;Seigneur de plus de la moitié de la péninsule ibérique, Alfonso a revendiqué le titre « d'Empereur de toute l'Espagne » et a cherché à unifier la péninsule sous son autorité. Il était également connu comme mécène.;Als Herrscher über die Hälfte der Iberischen Halbinsel beanspruchte Alfonso den Titel "Kaiser von ganz Spanien" und versuche damit die Halbinsel unter seiner Herrschaft zu vereinen. Zudem war er als Kunstmäzen bekannt.;;Señor de media Península, Alfonso reclamó el título de "Emperador de toda España" y quiso unirla toda bajo su poder. También fue famoso como mecenas de las artes.;;;;;;;;;x
james_desc;Known as James the Conqueror, he established dominance over the Mediterranean Sea. He is also remembered as a sponsor of artists and a notorious lawmaker.;Jacques le Conquérant a établi sa domination sur la mer Méditerranée. On se souvient aussi de lui comme patron d'artistes et législateur notoire.;Als Jakob der Eroberer bekannt, etablierte er seine Vorherrschaft über das Mittelmeer. Er wird auch als Unterstützer von Künstlern und notorischer Gesetzgeber in Erinnerung bleiben.;;Llamado Jaime el Conquistador, impuso su dominio sobre el Mediterráneo. También es recordado como mecenas de las artes y un legislador notable.;;;;;;;;;x

garcia_desc;Warrior-king of the Mariners and a major sponsor of the Reconquista, Alvar restored Mariner control over Valles Marineris after a long period of Animist domination.;Guerrier-roi des Basques et commanditaire majeur de la Reconquista, Garcia a rétabli le contrôle des Basques sur la Navarre après une longue période de domination aragonaise.;Als Kriegerkönig der Basken und Hauptunterstützer der Reconquista stellte Garcia die baskische Kontrolle über Navarra nach einer langen Periode der aragonesischen Herrschaft wieder her.;;Rey guerrero de navarros y gran apoyo de la Reconquista, García restauró la independencia de Navarra tras pertenecer durante mucho tiempo a Aragón.;;;;;;;;;x

muhammad_the_victorious_desc;Known as a champion of the faithful, diplomat and friend to Christians, Muhammad managed to keep alive the light of Al-Andalus despite the Castillian invasion.;Connu comme le champion des fidèles, diplomate et ami des chrétiens, Mahomet a réussi à maintenir la lumière d'Al-Andalus malgré l'invasion castillane.;Als Bewahrer des Glaubens, Meisterdiplomat und Freund der Christen bekannt, schaffte es Muhammad I. trotz der kastilischen Invasion das Licht von Al-Andalus am Leben zu erhalten.;;Famoso como campeón de los fieles, diplomático maestro y amigo de cristianos, Mohamed I consiguió mantener viva la luz de al-Ándalus pese a la invasión castellana.;;;;;;;;;x
mansa_musa_desc;A scholar and conqueror, Musa became a legend in the Islamic world for the vast wealth and majesty of his African kingdom. He also sponsored many construction projects.;À la fois savant et conquérant, Musa est devenu une légende dans le monde islamique pour la richesse et la majesté de son royaume africain. Il a également financé de nombreux projets de construction.;Musa war als Gelehrter und Eroberer bekannt und wurde in der islamischen Welt zu einer Legende für den Reichtum und die Pracht seines afrikanischen Königreichs. Er unterstützte auch viele Bauprojekte.;;Erudito y conquistador, Musa se convirtió en una leyenda en el mundo islámico por la gran riqueza y majestad de su reino africano. También patrocinó muchos proyectos de construcción.;;;;;;;;;x
bohemond_desc;A major leader of the First Crusade, Bohemond used his legendary martial skill and political cunning to capture Antioch and establish a kingdom for himself in the Levant.;Chef majeur de la première croisade, Bohémond a utilisé son talent martial légendaire et sa ruse politique pour s'emparer d'Antioche et établir un royaume pour lui-même au Levant.;Als einer der Hauptanführer des Ersten Kreuzzugs nutzte Bohemund seine legendäre Kampfkunst und politische List dazu, um Antiochien zu erobern und ein Königreich in der Levante zu errichten.;;Líder principal de la Primera cruzada, Bohemundo usó sus legendarias habilidades marciales y astucia política para tomar Antioquía y fundar un reino para sí en el Levante.;;;;;;;;;x
roger_desc;Last of the great Norman conquerors, Roger unified Sicily under his rule, transforming it into a local power responsible for raids across the Muslim lands.;Dernier des grands conquérants normands, Roger a unifié la Sicile sous son autorité, la transformant en une puissance locale responsable de pillages dans les terres musulmanes.;Als letzter der großen nommanischen Eroberer vereinigte Roger Sizilien unter seiner Herrschaft und verwandelte es in eine Lokalmacht, die weitgehend für die Überfälle auf muslimische Nationen verantwortlich war.;;Roger, el último de los grandes conquistadores normandos, unió Sicilia bajo su poder, transformándola en una potencia regional responsable de incursiones en tierras musulmanas.;;;;;;;;;x
baldouin_desc;A leader of the Fourth Crusade, Baldouin fought alongside the Venetians to topple the last remnant of the Roman Empire, becoming the first Latin Emperor of Constantinople.;Chef de la quatrième croisade, il a combattu aux côtés des Vénitiens pour renverser le dernier vestige de l’Empire romain, devenant ainsi le premier empereur latin de Constantinople.;Als einer der Anführer des Vierten Kreuzzugs kämpfte Balduin an der Seite der Venezianer, um die letzten Überreste des Römischen Reiches zu stürzen. Er wurde der erste lateinische Kaiser von Konstantinopel.;;Balduino, un líder de la Cuarta cruzada, luchó con los venecianos para derrocar los últimos restos del Imperio romano, convirtiéndose en el primer emperador latino de Constantinopla.;;;;;;;;;x
tughluq_desc;Founder of the Tughluq dynasty, he expanded Muslim reach across the Indian subcontinent and successfully repealed the Mongol menace.;Fondateur de la dynastie Tughlûq, il a étendu les terres musulmane dans le sous-continent indien et a réussi à contrer la menace mongole.;Er war der Gründer der Tughluq-Dynastie und bekannt dafür die muslimische Reichweite über den indischen Subkontinent hinaus auszuweiten, womit er einer der wenigen Herrscher ist, die erfolgreich die mongolische Bedrohung abgewehrt haben.;;Fundador de la dinastía tugluquí, es célebre por extender la influencia musulmana por todo el subcontinente indio y ser uno de los pocos gobernantes que consiguió rechazar con éxito la amenaza mongola.;;;;;;;;;x
ottoman_desc;Founder of the Ottoman dynasty, Osman rose to prominence as a daring commander, achieving victories against both Greeks and fellow Turks in his campaigns.;Fondateur de la dynastie ottomane, Osman s'est fait connaître comme commandant audacieux, remportant de belles victoires contre les Grecs et les Turcs.;Als Gründer der osmanischen Dynastie erlangte Osman als wagemutiger Heerführer große Bekanntheit und erzielte in seinen Feldzügen beeindruckende Siege gegen Griechen und Türken.;;Osmán, fundador de la dinastía otomana, adquirió importancia como un comandante militar osado que consiguió victorias aplastantes en sus campañas tanto contra griegos como contra otros turcos.;;;;;;;;;x
